faoCode,faoName,scientificName
VIA,Vinciguerria attenuata,Vinciguerria attenuata
VIC,Vincentia chrysura,Vincentia chrysura
VII,Oceanic lightfish,Vinciguerria nimbaria
VIP,Power's deep-water bristle-mou,Vinciguerria poweriae
VIX,Moonlighter,Vinculum sexfasciatum
VKX,Bregmaceros spp,Bregmaceros spp
VLM,Nutmeg melongena,Volema myristica
VLO,Spiny lobsters nei,Palinuridae
VLU,Common music volute,Voluta musica
VLV,Green music volute,Voluta virescens
VMA,Atlantic chub mackerel,Scomber colias
VMC,Longarm mullet,Valamugil cunnesius
VMH,Bluespot mullet,Valamugil seheli
VMM,Spinyfin velifer,Metavelifer multiradiatus
VMP,Speigler's mullet,Valamugil speigleri
VMX,Valamugil spp,Valamugil spp
VNC,African solenette,Vanstraelenia chirophthalmus
VNT,Striped jack,Caranx vinctus
VOI,Vomeridens infuscipinnis,Vomeridens infuscipinnis
VPD,Vespicula depressifrons,Vespicula depressifrons
VRA,White-edged lyretail,Variola albimarginata
VRL,Yellow-edged lyretail,Variola louti
VSE,Ceram vase,Vasum ceramicum
VSH,Scopelosaurus spp,Scopelosaurus spp
VSK,Gauntlet vase,Vasum caestus
VSM,Barfin flounder,Verasper moseri
VSP,Spiny vase,Vasum capitellum
VSS,Rough octopus,Sasakiopus salebrosus
VST,Top vase,Vasum turbinellus
VSU,Caribbean vase,Vasum muricatum
VSV,Spotted halibut,Verasper variegatus
VTX,Driftfishes nei,Nomeidae
VUX,"Pipefishes, seahorses nei",Syngnathidae
VVH,Sailfin velifer,Velifer hypselopterus
VVV,Shuttlecock volva,Volva volva
VVX,Threefin blennies nei,Tripterygiidae
VWG,Warty octopus,Graneledone verrucosa
VWX,Oplophoridae,Oplophoridae
VXA,Bulldog dentex,Virididentex acromegalus
VXR,Rugose iter,Vexillum rugosum
VXU,Little-fox miter,Vexillum vulpeculum
VXV,Vexillate jopas,Vexilla vexillum
VYI,Vampire squid,Vampyroteuthis infernalis
VYX,Stargazers nei,Uranoscopidae
WAH,Wahoo,Acanthocybium solandri
WBM,Goatsbeard brotula,Brotula multibarbata
WCH,Opal chimaera,Chimaera opalescens
WEA,Whitebanded sharpnose wrasse,Wetmorella albofasciata
WEC,Round scad,Decapterus punctatus
WEG,Greater weever,Trachinus draco
WEM,Totoaba,Totoaba macdonaldi
WEP,Peruvian weakfish,Cynoscion analis
WEW,White weakfish,Atractoscion nobilis
WEX,Weevers nei,Trachinus spp
WFF,Longfin crevalle jack,Caranx fischeri
WGR,Whitson's grenadier,Macrourus whitsoni
WHA,Hapuku wreckfish,Polyprion oxygeneios
WHB,Blue whiting(=Poutassou),Micromesistius poutassou
WHE,Whelk,Buccinum undatum
WHF,Whitefishes nei,Coregonus spp
WHG,Whiting,Merlangius merlangus
WHH,Spearfishes nei,Tetrapturus spp
WHL,Lake(=Common) whitefish,Coregonus clupeaformis
WHM,Atlantic white marlin,Tetrapturus albidus
WHS,Sillago-whitings,Sillaginidae
WHV,Cameroon goby,Wheelerigobius wirtzi
WHX,Whelks,Busycon spp
WHZ,Wheelerigobius maltzani,Wheelerigobius maltzani
WIC,Spiny icefish,Chaenodraco wilsoni
WIO,Cyclope sole,Pegusa triophthalma
WIT,Witch flounder,Glyptocephalus cynoglossus
WJT,Knobbed whelk,Busycon carica
WJX,Nematocarcinidae,Nematocarcinidae
WKB,Smalltooth weakfish,Cynoscion steindachneri
WKK,King weakfish,Macrodon ancylodon
WKO,Lightning whelk,Busycon sinistrum
WKP,Western king prawn,Penaeus latisulcatus
WKQ,Channeled whelk,Busycotypus canaliculatus
WKS,Striped weakfish,Cynoscion striatus
WKT,Gammarus wilkitzkii,Gammarus wilkitzkii
WKX,Weakfishes nei,Cynoscion spp
WLF,Bastard trumpeter,Latridopsis forsteri
WLJ,Ghanian comber,Serranus accraensis
WLK,Serranus africanus,Serranus africanus
WLL,Oriental sole,Brachirus orientalis
WLX,Latridopsis spp,Latridopsis spp
WME,Bass groper,Polyprion moeone
WMG,Melancholy cranch squid,Sandalops melancholicus
WOA,Sepia acuminata,Sepia acuminata
WOM,Woodsia meyerwaardeni,Woodsia meyerwaardeni
WON,Sepia incerta,Sepia incerta
WOO,Sepia simoniana,Sepia simoniana
WPM,Pacific harvestfish,Peprilus medius
WPT,Patella tenuis,Patella tenuis
WPX,Pleoticus shrimps nei,Pleoticus spp
WPZ,Pomacea urceus,Pomacea urceus
WRA,"Wrasses, hogfishes, etc. nei",Labridae
WRF,Wreckfish,Polyprion americanus
WRM,Brown wrasse,Labrus merula
WRO,Widow rockfish,Sebastes entomelas
WRR,Whitehead's round herring,Etrumeus whiteheadi
WRV,Green wrasse,Labrus viridis
WRX,Labrus wrasses nei,Labrus spp
WSA,Blacktail comber,Serranus atricauda
WSE,Gammarus setosus,Gammarus setosus
WSH,Great white shark,Carcharodon carcharias
WSM,White snake mackerel,Thyrsitops lepidopoides
WSN,White stumpnose,Rhabdosargus globiceps
WSP,Papuan cuttlefish,Sepia papuensis
WST,Whip stingray,Dasyatis akajei
WSU,Grooved cuttlefish,Sepia sulcata
WSW,Whitleyâ€™s cuttlefish,Sepia whitleyana
WSZ,Vossâ€™ cuttlefish,Sepia vossi
WTA,Striking cuttlefish,Sepia plangon
WTB,Bartlett's cuttlefish,Sepia bartletti
WTC,Knifebone cuttlefish,Sepia cultrata
WTF,Starry cuttlefish,Sepia stellifera
WTE,Ovalbone cuttlefish,Sepia elliptica
WTG,Kenâ€™s cuttlefish,Sepia grahami
WTH,Hedleyâ€™s cuttlefish,Sepia hedleyi
WTK,Small striped cuttlefish,Sepia prabahari
WTM,Mozambique large-eye bream,Wattsia mossambica
WTQ,Little cuttlefish,Sepia mira
WTR,Large striped cuttlefish,Sepia ramani
WTS,Sparkling enope squid,Watasenia scintillans
WTV,Viet Nam cuttlefish,Sepia vietnamica
WTW,Odontocymbiola americana,Odontocymbiola americana
WTX,Odontocymbiola spp,Odontocymbiola spp
WTY,Smithâ€™s cuttlefish,Sepia smithi
WTZ,Rosecone cuttlefish,Sepia rozella
WUW,Pareuthria cerealis,Pareuthria cerealis
WUX,Pareuthria spp,Pareuthria spp
WUZ,Zanzibar cuttlefish,Sepia zanzibarica
WVW,Guinean weever,Trachinus armatus
WVZ,Sailfin weever,Trachinus collignoni
WWA,Striped weever,Trachinus lineolatus
WWB,Cape Verde weever,Trachinus pellegrini
WWP,Western white shrimp,Penaeus occidentalis
WZA,Cadenat's sole,Pegusa cadenati
XAC,Gilded triggerfish,Xanthichthys auromarginatus
XAD,Allomicrodesmus dorotheae,Allomicrodesmus dorotheae
XAX,"Eels, morays, congers nei",Anguilliformes
XBX,Paralabrax spp,Paralabrax spp
XCS,Short-nosed flyingfish,Cypselurus simus
XEC,Xenistius californiensis,Xenistius californiensis
XED,Spotted tinselfish,Xenolepidichthys dalgleishi
XEJ,Xenocys jessiae,Xenocys jessiae
XEK,Platanna klipfish,Xenopoclinus kochi
XEP,Outrigger triggerfish,Xenobalistes punctatus
XER,Redrump blenny,Xenomedea rhodopyga
XET,Thoburn's mullet,Xenomugil thoburni
XEZ,Xenichthys agassizi,Xenichthys agassizi
XFA,Black prickleback,Xiphister atropurpureus
XFO,Sunburst carrier shell,Xenophora solaris
XFS,Xiphopenaeus shrimps nei,Xiphopenaeus spp
XFT,Blue-banded wrasse,Xiphocheilus typus
XFU,Japanese snake blenny,Xiphasia matsubarai
XHE,Hunter shrimp,Exhippolysmata ensirostris
XHH,Companion shrimp,Exhippolysmata hastatoides
XHK,Chinese icefish,Neosalanx tangkahkeii
XHO,Cock shrimp,Exhippolysmata oplophoroides
XIX,Helmets shells nei,Cassidae
XJM,Finspot wrasse,Xenojulis margaritaceus
XJX,Grammicolepidids nei,Grammicolepididae
XKX,Plesionika shrimps nei,Plesionika spp
XMB,Psammobatis sand skates nei,Psammobatis spp
XMQ,Xenisthmus balius,Xenisthmus balius
XMR,Hairtail blenny,Xiphasia setifer
XOD,Trisopterus nei,Trisopterus spp
XOX,Sandlances nei,Ammodytidae
XPF,Rockweed gunnel,Xererpes fucorum
XPL,Risso's crab,Xantho pilipes
XPN,Xenopterus naritus,Xenopterus naritus
XPO,Silver pomfrets nei,Pampus spp
XPS,Paraxenisthmus springeri,Paraxenisthmus springeri
XPX,Frogfishes nei,Antennariidae
XSC,Chinese noodlefish,Salanx chinensis
XSX,"Scorpionfishes, gurnards nei",Scorpaeniformes
XTA,Longspined bullhead,Taurulus bubalis
XTO,Tyson belos,Tyson belos
XTY,Trachyscorpia spp,Trachyscorpia spp
XUX,Cone shells nei,Conidae
XXA,Flathead wriggler,Xenisthmus africanus
XYH,Red Sea longnose filefish,Oxymonacanthus halli
XYL,Fantail flounder,Xystreurys liolepis
XYN,Pearly razorfish,Xyrichtys novacula
XYX,Clinids fishes nei,Clinidae
YAA,Large whip goby,Bryaninops amplus
YAB,Yarrella blackfordi,Yarrella blackfordi
YAG,Shoal flounder,Syacium gunteri
YAL,Beach flounder,Syacium latifrons
YAM,Channel flounder,Syacium micrurum
YAR,Green mud crab,Scylla paramamosain
YAS,Tusk goby,Amoya signatus
YAT,Purple mud crab,Scylla tranquebarica
YAW,Bignose fanskate,Sympterygia acuta
YBA,Bathyblennius antholops,Bathyblennius antholops
YBC,Pig's snout volute,Cymbium cymbium
YBE,Whip coral goby,Bryaninops yongei
YBF,Smoothshelled swimming crab,Charybdis affinis
YBG,Elephant's snout volute,Cymbium glans
YBH,Lesser swimming crab,Charybdis longicollis
YBI,Indian deepwater dragonet,Callionymus carebares
YBJ,Japanese swimming crab,Charybdis japonica
YBL,Smallhead dragonet,Callionymus erythraeus
YBM,Marmorate volute,Cymbium marmoratum
YBN,Twospined arm swimming crab,Charybdis anisodon
YBO,Olla volute,Cymbium olla
YBP,Neptune's volute,Cymbium pepo
YBQ,Smallnose fanskate,Sympterygia bonapartii
YBR,Blotchfin dragonet,Callionymus filamentosus
YBS,Bigeye barracuda,Sphyraena forsteri
YBT,Blunt-toothed crab,Charybdis truncata
YBU,Banded-legged swimming crab,Charybdis annulata
YBV,Bat volute,Cymbiola vespertilio
YBX,Charybdis crabs nei,Charybdis spp
YBY,Callionymus hindsii,Callionymus hindsii
YBZ,Callionymus japonicus,Callionymus japonicus
YCC,Margaret's dragonet,Callionymus margaretae
YCJ,Cyclope nassa,Cyclope neritea
YCO,Sand dragonet,Callionymus marleyi
YCP,Spotted sole,Phyllichthys punctatus
YCS,Secret goby,Pycnomma semisquamatum
YCT,Polyplacapros tyleri,Polyplacapros tyleri
YCV,Wolf eelpout,Lycenchelys verrillii
YCX,Centroscyllium dogfishes nei,Centroscyllium spp
YCY,Callionymus persicus,Callionymus persicus
YCZ,Arrow dragonet,Callionymus sagitta
YDB,Cryodraco spp,Cryodraco spp
YDI,Entangled moon-shell,Payraudeautia intricata
YDX,Soldierfishes nei,Myripristis spp
YDY,Cephalopsetta ventrocellatus,Cephalopsetta ventrocellatus
YEA,Arabian cowrie,Cyprea arabica
YEC,Dotted dove shell,Pyrene scripta
YED,Yellow drum,Nibea albiflora
YEI,Greater sand-eel,Hyperoplus immaculatus
YEJ,Humpback cowrie,Cyprea mauritiana
YEL,Yellowtail flounder,Limanda ferruginea
YEM,Map cowrie,Cyprea mappa
YEO,Orange shrimp,Atypopenaeus formosus
YES,Yellowfin sole,Limanda aspera
YET,Periscope shrimp,Atypopenaeus stenodactylus
YEU,Trachypenaeus shrimps nei,Trachypenaeus spp
YEX,Limandas nei,Limanda spp
YEZ,Great sandeel,Hyperoplus lanceolatus
YFA,Typhlachirus caecus,Typhlachirus caecus
YFB,Two-spot swimming crab,Charybdis bimaculata
YFC,Grey wrasse,Symphodus cinereus
YFE,Symphurus orientalis,Symphurus orientalis
YFG,Montagu's blenny,Coryphoblennius galerita
YFH,California sheephead,Semicossyphus pulcher
YFI,Ginsburg's tonguefish,Symphurus ginsburgi
YFJ,Symphurus tessellatus,Symphurus tessellatus
YFK,Blackbelly tonguesole,Symphurus strictus
YFL,Yellow striped flounder,Pseudopleuronectes herzenst.
YFM,Corkwing wrasse,Symphodus melops
YFO,Symphodus ocellatus,Symphodus ocellatus
YFP,Blackcheek tonguefish,Symphurus plagiusa
YFR,California tonguefish,Symphurus atricaudus
YFS,Duskycheek tonguefish,Symphurus plagusia
YFT,Yellowfin tuna,Thunnus albacares
YFU,Elongate tonguesole,Symphurus ligulatus
YFX,Symphodus wrasses nei,Symphodus spp
YGC,Stripped weakfish,Cynoscion guatucupa
YGD,Regal angelfish,Pygoplites diacanthus
YGG,Shiner perch,Cymatogaster aggregata
YGK,Platygobiopsis akihito,Platygobiopsis akihito
NJE,Bleeding tooth,Nerita peloronta
YGL,Papillose flounder,Syacium guineensis
YGM,Marbled rock crab,Pachygrapsus marmoratus
YGT,African matchbox crab,Pachygrapsus transversus
YGU,Black-banded pigmy boxfish,Capropygia unistriata
YHA,Deep-sea squid,Bathyteuthis abyssicola
YHB,Common clubhook squid,Onychoteuthis banksii
YHJ,Boreal clubhook squid,Onychoteuthis borealijaponica
YHP,Sevenbar grouper,Hyporthodus ergastularius
YHS,Common pythia,Pythia scarabeus
YHT,Tuberculate octopus,Ocythoe tuberculata
YHW,Hawaiian swimming crab,Charybdis hawaiensis
YIA,Mediterranean rock shrimp,Sicyonia carinata
YIB,Burkenroad's rock shrimp,Sicyonia burkenroadi
YIC,Ridgeback rock shrimp,Sicyonia cristata
YID,Lesser rock shrimp,Sicyonia dorsalis
YIF,Coloured rock shrimp,Sicyonia affinis
YIG,Tufted rock shrimp,Sicyonia galeata
YII,Pacific rock shrimp,Sicyonia ingentis
YIK,Small peanut rock,Sicyonia picta
YIL,Knight rock shrimp,Sicyonia lancifera
YIM,Martin's rock shrimp,Sicyonia martini
YIN,Hardhusk rock shrimp,Sicyonia aliaffinis
YIO,Keeled rock shrimp,Sicyonia disdorsalis
YIP,Peanut rock shrimp,Sicyonia penicillata
YIR,Notched rock shrimp,Sicyonia disparri
YIS,Eyespot rock shrimp,Sicyonia stimpsoni
YIT,Kinglet rock shrimp,Sicyonia typica
YIV,Notched tidal rock shrimp,Sicyonia laevigata
YIW,Target shrimp,Sicyonia disedwardsi
YIX,Mixed rock shrimp,Sicyonia mixta
YJA,Maculated ivory whelk,Babylonia areolata
YJB,Pogonophryne albipinna,Pogonophryne albipinna
YJC,Pogonophryne cerebropogon,Pogonophryne cerebropogon
YJF,Angular triton,Cymatium femorale
YJG,Yellowfin goatfish,Mulloidichthys vanicolensis
YJI,Pogonophryne immaculata,Pogonophryne immaculata
YJL,Carinate rock shell,Cymia lacera
YJM,Pogonophryne mentella,Pogonophryne mentella
YJO,Pogonophryne lanceobarbata,Pogonophryne lanceobarbata
YJP,Pogonophryne macropogon,Pogonophryne macropogon
YJR,Blacktip soldierfish,Myripristis botche
YJS,Spiral babylon,Babylonia spirata
YJT,Shoot rock shell,Cymia tecta
YJU,Mud ivory whelk,Babylonia lutosa
YJV,Pogonophryne ventrimaculata,Pogonophryne ventrimaculata
YJW,Blotcheye soldierfish,Myripristis berndti
YJX,Babylonia spp,Babylonia spp
YJY,Yellowfin soldierfish,Myripristis chryseres
YJZ,Shoulderbar soldierfish,Myripristis kuntee
YKB,Doubletooth soldierfish,Myripristis hexagona
YKC,Whitetip soldierfish,Myripristis vittata
YLA,Spanish slipper lobster,Scyllarides aequinoctialis
YLB,Soft locust lobster,Scyllarus batei
YLC,Clamkiller slipper lobster,Scyllarides tridacnophaga
YLD,Hooded slipper lobster,Scyllarides deceptor
YLE,Two-spotted locust lobster,Scyllarus bertholdii
YLF,Three-spot slipper lobster,Scyllarides delfosi
YLG,Easter Island slipper lobster,Scyllarides roggeveeni
YLH,Cape slipper lobster,Scyllarides elisabethae
YLI,Brazilian slipper lobster,Scyllarides brasiliensis
YLJ,Aesop slipper lobster,Scyllarides haanii
YLK,Red slipper lobster,Scyllarides herklotsii
YLL,Mediterranean slipper lobster,Scyllarides latus
YLM,Striated locust lobster,Scyllarus martensii
YLN,Dusky morwong,Dactylophora nigricans
YLO,Ridged slipper lobster,Scyllarides nodifer
YLP,God's flounder,Cyclopsetta panamensis
YLQ,Toothed flounder,Cyclopsetta querna
YLR,Hunchback locust lobster,Scyllarus rugosus
YLS,Spiny blaasop,Tylerius spinosissimus
YLT,Galapagos slipper lobster,Scyllarides astori
YLU,Blunt slipper lobster,Scyllarides squammosus
YLV,Blue-back locust lobster,Scyllarus brevicornis
YLW,Orange mud crab,Scylla olivacea
YLX,Locust lobsters nei,Scyllarus spp
YLY,Pygmy locust lobster,Scyllarus pygmaeus
YLZ,Mexican flounder,Cyclopsetta chittendeni
YMF,Pacific ambereye,Hymenodora frontalis
YMG,Paco box crab,Platymera gaudichaudii
YMJ,Aquatile hairy triton,Cymatium aquatile
YML,Sharp-headed wrasse,Cymolutes lecluse
YMM,Shortneck triton,Cymatium muricinum
YMN,Nicobar hairy triton,Cymatium nicobaricum
YMO,Purpleback flying squid,Sthenoteuthis oualaniensis
YMP,Painted harlequin shrimp,Hymenocera picta
YMS,Monaco shrimp,Lysmata seticaudata
YMU,Luminous flying squid,Symplectoteuthis luminosa
YMV,Indian lined shrimp,Lysmata vittata
YMW,Deep water sole,Bathysolea profundicola
YMY,Slope bass,Symphysanodon berryi
YMZ,Yellow goatfish,Mulloidichthys martinicus
YNA,Acoupa weakfish,Cynoscion acoupa
YNB,Synaptura albomaculata,Synaptura albomaculata
YNC,Commerson's sole,Synaptura commersonnii
YNE,Smooth weakfish,Cynoscion leiarchus
YNG,White-margined sole,Synaptura marginata
YNH,Cachema weakfish,Cynoscion phoxocephalus
YNJ,Jamaica weakfish,Cynoscion jamaicensis
YNL,Whitefin weakfish,Cynoscion albus
YNM,Smallscale weakfish,Cynoscion microlepidotus
YNN,Silver seatrout,Cynoscion nothus
YNO,Gulf weakfish,Cynoscion othonopterum
YNP,Shortfin weakfish,Cynoscion parvipinnis
YNR,Sand weakfish,Cynoscion arenarius
YNS,Tonkin weakfish,Cynoscion similis
YNT,Cynoscion reticulatus,Cynoscion reticulatus
YNU,Portuguese sole,Synaptura lusitanica
YNV,Green weakfish,Cynoscion virescens
YNW,Bathysolea polli,Bathysolea polli
YNX,Orangemouth weakfish,Cynoscion xanthulum
YNY,Guinean sole,Synaptura cadenati
YNZ,Stolzmann's weakfish,Cynoscion stolzmanni
YOA,Three-lined tounge sole,Cynoglossus abbreviatus
YOB,Fourlined tonguesole,Cynoglossus bilineatus
YOC,Yongeichthys criniger,Yongeichthys criniger
YOD,Carrot tonguesole,Cynoglossus dubius
YOE,Senegalese tonguesole,Cynoglossus senegalensis
YOF,Bengal toungesole,Cynoglossus semifasciatus
YOG,Long tongue sole,Cynoglossus lingua
YOI,Canary tonguesole,Cynoglossus canariensis
YOJ,Red tonguesole,Cynoglossus joyneri
YOK,Yongeichthys thomasi,Yongeichthys thomasi
YOL,Bathysolea lactea,Bathysolea lactea
YOM,Malabar tonguesole,Cynoglossus macrostomus
YON,Genko sole,Cynoglossus interruptus
YOO,Cynoglossus microlepis,Cynoglossus microlepis
YOP,Speckled tonguesole,Cynoglossus puncticeps
YOQ,Pithead,Cryothenia peninsulae
YOR,Largescale tonguesole,Cynoglossus arel
YOS,Roughscale tonguesole,Cynoglossus lida
YOT,Cynoglossus robustus,Cynoglossus robustus
YOV,Cynoglossus semilaevis,Cynoglossus semilaevis
YOW,Nigerian tonguesole,Cynoglossus browni
YOX,Tonguesole nei,Cynoglossus spp
YOY,Bengal tongue sole,Cynoglossus cynoglossus
YOZ,Zanzibar tonguesole,Cynoglossus zanzibarensis
YPB,Arabian goby,Cryptocentroides arabicus
YPD,Brazilian croaker,Pachypops adspersus
YPF,Guyanan croaker,Pachypops fourcroi
YPG,Eyed cowie,Cyprea argus
YPH,Histrio cowrie,Cyprea histrio
YPJ,Catherine shrimp,Cryptopenaeus catherinae
YPO,Swallowtail hawkfish,Cyprinocirrhites polyactis
YPR,Bleeding wrasse,Polylepion cruentum
YPS,Yellowleg shrimp,Penaeus californiensis
YPT,Pachypops trifilis,Pachypops trifilis
YPU,Eastern footballer,Atypichthys latus
YPX,Cypselurus spp,Cypselurus spp
YPY,Parahypsos paytensis,Parahypsos paytensis
YPZ,Jester cowrie,Cyprea scurra
YQA,Carnelian cowrie,Cyprea carneola
YQB,Boutet's cowrie,Cyprea bouteti
YQC,Serpent's head cowrie,Cyprea caputserpentis
YQD,Depressed cowrie,Cyprea depressa
YQE,Eglantine cowrie,Cyprea eglantina
YQF,Ghanian tonguesole,Cynoglossus cadenati
YQG,Guinean tonguesole,Cynoglossus monodi
YQH,Schilders' cowrie,Cyprea schilderorum
YQI,Vanmelleâ€™s tonguefish,Symphurus vanmelleae
YQL,Monster cowrie,Cyprea leviathan
YQM,Reticulated cowrie,Cyprea maculifera
YQN,Tummy cowrie,Cyprea ventriculus
YQO,Money cowrie,Cyprea moneta
YQP,Salema butterfish,Peprilus snyderi
YQR,Eroded cowrie,Cyprea erosa
YQS,Isabelle cowrie,Cyprea isabella
YQU,Dragon cowrie,Cyprea caurica
YQV,Walled cowrie,Cyprea obvelata
YQW,Scalyfin weakfish,Cynoscion squamipinnis
YQX,Onyx cowrie,Cyprea onyx
YQY,Lynx cowrie,Cyprea lynx
YRA,Sharpfin barracuda,Sphyraena acutipinnis
YRB,Obtuse barracuda,Sphyraena obtusata
YRC,Yellowstripe barracuda,Sphyraena chrysotaenia
YRE,Mexican barracuda,Sphyraena ensis
YRG,Pacific barracuda,Sphyraena argentea
YRH,Heller's barracuda,Sphyraena helleri
YRI,Pelican barracuda,Sphyraena idiastes
YRJ,Sphyraena japonica,Sphyraena japonica
YRL,Gold ring cowrie,Cyprea annulus
YRM,Jewel enope squid,Pyroteuthis margaritifera
YRN,Red barracuda,Sphyraena pinguis
YRO,Yellowtail rockfish,Sebastes flavidus
YRP,Southern sennet,Sphyraena picudilla
YRQ,Tiger cowrie,Cyprea tigris
YRR,Bullmouth helmet,Cypraecassis rufa
YRS,European barracuda,Sphyraena sphyraena
YRT,Mole cowrie,Cyprea talpa
YRU,Guachanche barracuda,Sphyraena guachancho
YRV,Pacific deer cowrie,Cyprea vitellus
YRZ,Ninebar prawn-goby,Cryptocentrus cryptocentrus
YSA,Whitetail dogfish,Scymnodalatias albicauda
YSB,Gulf flounder,Paralichthys albigutta
YSC,Grey knifefish,Bathystethus cultratus
YSD,Cardinal shrimp,Lysmata debelius
YSE,Pacific sand sole,Psettichthys melanostictus
YSF,California flounder,Paralichthys californicus
YSG,Luther's prawn-goby,Cryptocentrus lutheri
YSH,Southern flounder,Paralichthys lethostigma
YSI,Polyspondylogobius sinensis,Polyspondylogobius sinensis
YSJ,Quayle spinytail,Systellaspis braueri
YSK,Lined shrimp,Lysmata californica
YSL,Brazilian flounder,Paralichthys brasiliensis
